bus_id,bus_type,state_valid,Vm_stored,Vm_pp,Vm_err,Va_stored,Va_pp,Va_err,Pd_stored,Pd_pp,Pd_err,Qd_stored,Qd_pp,Qd_err,Pg_stored,Pg_pp,Pg_err,Qg_stored,Qg_pp_res,Qg_err_vs_res,sample_idx
35,PV,True,1.0636,1.0636,0.0,12.5757,12.5757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.9276,643.9276,0.0,0.0,162.5169,162.5169,55130
36,PV,False,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,620.9301,0.0,,0.0,0.0,,55130
37,PV,True,1.0265,1.0265,0.0,6.6603,6.6603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.3926,954.3926,0.0,0.0,112.7999,112.7999,55130
38,PV,True,1.03,1.03,0.0,-18.416,-18.416,0.0,1595.0539,1595.0539,0.0,361.1988,361.1988,0.0,1149.8706,1149.8706,0.0,0.0,224.0071,224.0071,55130
0,PQ,True,1.027667,1.027667,0.0,6.863,6.863,0.0,136.2697,136.2697,0.0,61.7123,61.7123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
1,PQ,True,1.026203,1.026203,0.0,11.01,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
2,PQ,True,1.004548,1.004548,0.0,6.3377,6.3377,0.0,333.4921,333.4921,0.0,2.4857,2.4857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
3,PQ,True,0.986892,0.986892,0.0,2.352,2.352,0.0,545.7989,545.7989,0.0,200.854,200.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
4,PQ,True,0.994816,0.994816,0.0,1.5658,1.5658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
5,PQ,True,0.99785,0.99785,0.0,1.7852,1.7852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
6,PQ,True,0.987523,0.987523,0.0,0.0775,0.0775,0.0,267.6026,267.6026,0.0,96.1447,96.1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
7,PQ,True,0.987384,0.987384,0.0,-0.0774,-0.0774,0.0,498.603,498.603,0.0,168.6845,168.6845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
8,PQ,True,1.029722,1.029722,0.0,3.6212,3.6212,0.0,4.0144,4.0144,0.0,-41.1323,-41.1323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
9,PQ,True,1.008365,1.008365,0.0,5.9707,5.9707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
10,PQ,True,1.003454,1.003454,0.0,4.5715,4.5715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
11,PQ,True,0.995716,0.995716,0.0,5.0208,5.0208,0.0,6.2345,6.2345,0.0,64.3185,64.3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
12,PQ,True,1.004545,1.004545,0.0,5.5667,5.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
13,PQ,True,0.998124,0.998124,0.0,4.7281,4.7281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
14,PQ,True,0.999917,0.999917,0.0,6.8745,6.8745,0.0,249.9574,249.9574,0.0,119.5109,119.5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
15,PQ,True,1.012911,1.012911,0.0,9.0732,9.0732,0.0,492.8247,492.8247,0.0,48.3837,48.3837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
16,PQ,True,1.003614,1.003614,0.0,8.5697,8.5697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
17,PQ,True,1.001631,1.001631,0.0,7.1081,7.1081,0.0,212.8557,212.8557,0.0,40.4156,40.4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
18,PQ,True,1.041128,1.041128,0.0,15.4438,15.4438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
19,PQ,True,0.985177,0.985177,0.0,14.4684,14.4684,0.0,703.7652,703.7652,0.0,106.5997,106.5997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
20,PQ,True,1.01932,1.01932,0.0,12.3939,12.3939,0.0,200.6875,200.6875,0.0,84.2302,84.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
21,PQ,True,1.040819,1.040819,0.0,17.2421,17.2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
22,PQ,True,1.033155,1.033155,0.0,16.7299,16.7299,0.0,343.2866,343.2866,0.0,117.3416,117.3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
23,PQ,True,1.020602,1.020602,0.0,8.9717,8.9717,0.0,429.8641,429.8641,0.0,-128.4299,-128.4299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
24,PQ,True,1.04125,1.04125,0.0,13.9324,13.9324,0.0,229.988,229.988,0.0,48.4618,48.4618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
25,PQ,True,0.991467,0.991467,0.0,15.7414,15.7414,0.0,78.5315,78.5315,0.0,9.6046,9.6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
26,PQ,True,0.985593,0.985593,0.0,10.7167,10.7167,0.0,372.6551,372.6551,0.0,100.1262,100.1262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
27,PQ,False,0.0,,,0.0,,,214.803,214.803,0.0,28.7794,28.7794,0.0,0.0,0.0,,0.0,0.0,,63697
28,PQ,True,1.01315,1.01315,0.0,44.271,44.271,0.0,173.035,173.035,0.0,16.4185,16.4185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63697
29,PV,True,1.0499,1.0499,0.0,13.8722,13.8722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.9848,289.9848,0.0,0.0,289.8834,289.8834,63697
30,Slack,True,0.982,0.982,0.0,0.0,0.0,0.0,9.8685,9.8685,0.0,4.9343,4.9343,0.0,-104.2501,-104.2501,0.0,200.8732,200.8732,0.0,63697
31,PV,True,0.9841,0.9841,0.0,15.3282,15.3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.9605,753.9605,0.0,0.0,266.9036,266.9036,63697
32,PV,True,0.9972,0.9972,0.0,21.531,21.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0816,733.0816,0.0,0.0,172.2187,172.2187,63697
33,PV,True,1.0123,1.0123,0.0,20.5221,20.5221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.2491,589.2491,0.0,0.0,203.1152,203.1152,63697
34,PV,True,1.0494,1.0494,0.0,23.0491,23.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.9605,753.9605,0.0,0.0,287.5042,287.5042,63697
35,PV,True,1.0636,1.0636,0.0,25.9404,25.9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.5659,649.5659,0.0,0.0,159.1961,159.1961,63697
36,PV,True,1.0275,1.0275,0.0,21.9089,21.9089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.3672,626.3672,0.0,0.0,78.9097,78.9097,63697
37,PV,True,1.0265,1.0265,0.0,52.6597,52.6597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.7495,962.7495,0.0,0.0,270.6594,270.6594,63697
38,PV,True,1.03,1.03,0.0,6.2199,6.2199,0.0,1014.7207,1014.7207,0.0,229.7828,229.7828,0.0,1159.9392,1159.9392,0.0,0.0,135.9242,135.9242,63697
